"","n11","n22","sig13","sig23","sig_y3","basemu3","shift3","alphas3","betas3","tau3","gammas3","outcome_model4","n14","n24","sig14","sig24","sig_y4","basemu4","shift4","alphas4","betas5","tau5","gammas6","outcome_model6","n16","n27","sig18","sig28","sig_y8","basemu8","shift9","alphas9","betas9","tau9","gammas10","outcome_model10","n111","n211","sig111","sig212","tau1hat","tau1tilde","psi1","psi2","tau1mime","tau1rcal","tau1naive","tau1oracle"
"18","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",0.152921672202799,0.106559426189515,0.162012744463035,0.10384390830757,0.101807759677716,0.0922836915415711,0.160013021399428,0.0887972864701201
"19","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",0.0768503750350948,0.107497767245813,0.0777729455142917,0.104435319543651,0.0986860435064252,0.0979362602635923,0.0702133431980667,0.0886260663289763
"20","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",0.0496967440618699,0.119532309021024,0.0608282924095173,0.14914066167509,0.129931840116759,0.142428478550618,0.0644861655206732,0.141479409134802
"21","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",0.0118761557938868,0.145375094784382,0.0193798277447963,0.146993629202407,0.150575791308033,0.133489305018617,0.0184780569465544,0.130781283810941
"22","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",0.117057301071874,0.113188442232653,0.123184349963314,0.117719407776939,0.101865889902433,0.118180468111153,0.121046512813093,0.111840667606481
"23","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",0.0078460254440486,0.105388181649318,0.0310476654504456,0.174101371952366,0.128908353847368,0.180757185037243,0.0311335187993321,0.15198384454152
"24","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",0.116528127978226,0.188811564949207,0.0928019900736166,0.174629004976588,0.189760277220441,0.170038793225577,0.0928356881271472,0.158623074651239
"25","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",0.1356359250679,0.168433121272978,0.128188047643287,0.15353870748614,0.174597147266566,0.144060428463717,0.124263043119922,0.147517971735541
"26","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",0.0402748230300022,0.100238794417099,0.0453179807367302,0.120988650121267,0.107263318262809,0.119395909019387,0.0439889398895266,0.108282834065036
"27","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",0.139932191200469,0.130334061870371,0.13886697627852,0.130531329791933,0.128949463798903,0.13813613287175,0.138751547989038,0.136792190810715
"28","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",0.130415051533586,0.124906686376829,0.119162300899719,0.114915528142246,0.124799293127507,0.108565208575182,0.119634607350457,0.101238880802201
"29","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",0.00760869517027778,0.096988215539392,0.0126682868134364,0.100513761238714,0.118647605771285,0.0754595161425589,0.0155031922118892,0.0897044436381257
"30","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",0.194065326563215,0.112847127130555,0.202421355350651,0.104016170384809,0.123905148469734,0.100078557980203,0.205221115110062,0.101551657073849
"31","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",0.0690761176443792,0.0672449888399294,0.135571707283764,0.133756699465175,0.0772443217618151,0.13412960348408,0.134898920034863,0.129506624340066
"32","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",0.0141632898800458,0.10913970906496,0.0141246086506322,0.110603582344597,0.0886237556637791,0.0954350605227637,0.0175815427758443,0.0948876377251877
"33","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",0.162617550897806,0.133949174915494,0.174669814672362,0.14803539339342,0.13936333158687,0.142587212174975,0.175537495241271,0.143322264474446
"34","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",-0.0224697046399775,0.0516746344959094,0.0727630707655641,0.143580744287024,0.158117646010641,0.148186304511455,0.0741687496241135,0.124228030955687
"35","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",0.0387872894588047,0.0419475918600681,0.0980904491928638,0.100450851233385,0.0331340784617433,0.0892382058547098,0.0993595915429595,0.0839114150921641
"36","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",0.129521089103083,0.161085201792003,0.0963202507377456,0.150199205024724,0.160096967836999,0.146246157340129,0.0959996242342256,0.133024439088953
"37","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",0.0783323755782469,0.113086899419789,0.0789835781285707,0.114681660648543,0.138022912345069,0.124354229051145,0.079169225333543,0.108466660538602
"38","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",0.131395928959443,0.0947578477295457,0.147117037800275,0.110336570908474,0.104562571366034,0.0714375942996213,0.143315314094681,0.101014419574997
"39","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",0.148226680331593,0.096678127099569,0.173473319577809,0.102253199242861,0.0993773989313083,0.0730434054458523,0.16945304693656,0.0866052384276967
"40","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",0.185778639937842,0.126515422939969,0.187520909283176,0.115947722385699,0.0973825125118008,0.091115366717442,0.184124428419002,0.114528667545952
"41","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",0.0513886343691533,0.118282747870083,0.0441152427093865,0.117897466378086,0.113139203848086,0.101869426241411,0.0498832156207389,0.0894921525268865
"42","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",-0.0545894352480159,0.0395287214618126,-0.0264122466410422,0.112717652782152,0.0758713463561719,0.137367601844949,-0.0239249801132862,0.104944139210898
"43","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",0.0376875406772837,0.0831758038128292,0.0654317473350268,0.120828312978793,0.0996266953050947,0.0955030001946274,0.0715542710083343,0.104013257403012
"44","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",0.174945876917343,0.0771041152269528,0.218047849886571,0.097902360322921,0.0989002452823099,0.0892832295856099,0.219256904102788,0.0927052679871915
"45","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",0.0308348996829332,0.0728728495881025,0.0590505002594295,0.112662121686398,0.0855708846532311,0.106403864394488,0.0591122498490385,0.105050770030236
"46","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",0.186915460743778,0.115331025398204,0.171444725282799,0.100822816103765,0.12044753670758,0.0762227513945498,0.169093675369078,0.0877179246843273
"47","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",0.0826355133741322,0.0796627492180872,0.0907276126072217,0.0879170707797984,0.07698900486037,0.0796902360316497,0.0907778436865146,0.0802545208725003
"48","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",0.10425162309569,0.105575393885899,0.100067419660704,0.101076507400485,0.097821038110263,0.112919743933278,0.104001249770246,0.101067619184954
"49","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",0.13578286341141,0.150592185223755,0.114489647662717,0.12328250260901,0.124180822834441,0.113342555933738,0.11155952842519,0.105903879498513
"50","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",0.104371055936226,0.124400662255576,0.104578129049994,0.133008613798696,0.137237290860699,0.113911214154096,0.101774030134471,0.12531010512477
"51","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",0.166360324497787,0.132723234911768,0.1555082118648,0.109357854733685,0.120329907628698,0.102703877400393,0.156965855576059,0.0796985279099001
"52","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",0.0382900869082575,0.0911638377408176,0.0478203956222647,0.112239511721315,0.111259196008384,0.0978346229568783,0.0463418110990874,0.0822902087097561
"53","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",0.0568874230104701,0.0721787038518716,0.0783925166618993,0.0955676611723283,0.0877135328330088,0.0731552321012218,0.0778831262977042,0.0874040470531867
"54","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",0.157206732259905,0.144603662910814,0.149076523503682,0.129910622172797,0.135611184950301,0.109544416895355,0.145104090497974,0.110261496598826
"55","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",0.0561427399923674,0.113411168909019,0.0578544234757533,0.120581461715647,0.109159740469412,0.115547524750795,0.0547385181654803,0.123635371366658
"56","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",0.131177008179792,0.106255803072225,0.171234327777382,0.1323624990703,0.119314365475269,0.132394743755294,0.172254358872459,0.119684013537941
"57","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",0.207609207182239,0.152111379843456,0.213817998519966,0.160343754952239,0.161962356180252,0.160824270678991,0.213343342439415,0.160071376760101
"58","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",0.100387749320062,0.0702921352335802,0.130174264220756,0.0861775807888946,0.0518600459298109,0.0727582054733628,0.126140285356149,0.0713227880506843
"59","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",0.0363729101978825,0.0817400993183379,0.0828524294054099,0.13346103876517,0.104154392087369,0.133026798920642,0.0918286245959971,0.112433630629867
"60","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",0.164836376159136,0.123729931710187,0.176175316880987,0.132939419990867,0.112958528998526,0.0925610697709566,0.175960353952003,0.121871056978724
"61","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",0.0176898532969248,0.0827738001940624,0.0325068540898846,0.112314315033238,0.0906728513214133,0.0721352073005422,0.0327551067627826,0.0968787625385156
"62","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",0.237513263963183,0.172931464189256,0.209215819558267,0.122601049547072,0.160111623650407,0.113560661973506,0.209903604688519,0.133093296781918
"63","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",0.130941095943924,0.127598320593873,0.152466133914794,0.149080442281226,0.124898437625862,0.1428120590395,0.152463106913004,0.13987906457006
"64","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",0.109088525598358,0.0997876406940843,0.1245263633753,0.115957673796381,0.0976806594658938,0.118111040458175,0.123437372970951,0.108860463865732
"65","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",-0.0230410608300378,0.0922464210875253,-0.0174315696785191,0.126660851223476,0.116350073113737,0.113461678901705,-0.0181562573406939,0.114313514192947
"66","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",0.309268451846639,0.140315683854766,0.318662035903471,0.143433647580929,0.146835343932361,0.136457143956423,0.322859387962521,0.138427821545473
"67","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",0.0499419007205485,0.0942593908392983,0.0503593859732282,0.104046064148941,0.0877544723876908,0.08069270781521,0.0491977393213859,0.0830055924728377
"68","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",0.0851752433963775,0.11319052599524,0.0734657368182455,0.105865940489258,0.119263101213052,0.0944016287406964,0.0741114459393005,0.086435502674436
"69","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",-0.0336537426499457,0.120398885854551,-0.010900647762671,0.15223351428827,0.127398689134838,0.139221250393927,-0.0123783490534088,0.132666939020947
"70","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",0.133951652556199,0.127724592591563,0.122071152644149,0.124786258372051,0.131741814652535,0.103212479924198,0.131495029265356,0.109159693351193
"71","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",0.157407236182452,0.105405549600084,0.179702586291985,0.11326143785567,0.118516064919365,0.0989980426667717,0.180185732738195,0.113007349725552
"72","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",0.136726213863128,0.0992013914949981,0.153660109323233,0.103230225767181,0.105071265457678,0.0975680502284753,0.153168413273056,0.100448534253283
"73","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",0.0468326318887447,0.109721779303988,0.0410199126286031,0.117197227496775,0.11699354305988,0.1133896020384,0.0412548341415877,0.0961827969158126
"74","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",0.00195500587306464,0.0883659762708403,0.00459837914179848,0.11539315319567,0.105137330271378,0.108952706151282,0.00527480293349717,0.106105627287687
"75","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","binary",0.243911217753985,0.140175208860675,0.24266591672334,0.11107723534452,0.132526255611191,0.0863021443327728,0.241652798472662,0.0927734973906272
