"","n","rho","sig1","sig2","sig3","sig4","sig5","sig6","sig7","sig8","sig9","sig_y","basemu1","basemu2","basemu3","alphas1","alphas2","alphas3","alphas4","betas1","betas2","betas3","betas4","tau","gammas1","gammas2","gammas3","sens","spec","outcome_model","error_systematic","tau1hat","tau1tilde","psi1","psi2","tau1mime","tau1mimeunc","tau1naive","tau1oracle","tau1cvgen","var1hat","var1tilde","var1oracle","var1naive","var1mime","var1mimeunc"
"29","3000","0.1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.8","0.95","normal","FALSE",0.941214017988249,0.946793296743624,0.724427302442786,0.718274612013826,0.928302483374598,1,0.724435766079435,0.973697241874287,0.93047035117968,0.017375692180605,0.0112808345712363,0.00205212662994449,0.00192658404609896,0.00846883795525637,1
"30","3000","0.1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.8","0.95","normal","FALSE",0.92697579528404,0.92453410361034,0.706911085213025,0.709962040083262,0.967619028325046,1,0.706729102759416,0.966728911832405,0.934725280721941,0.0157176509775035,0.0107334438624834,0.00242684252916571,0.00172591819840552,0.00547470192948936,1
"31","3000","0.1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.8","0.95","normal","FALSE",0.874458729232606,0.901952499871002,0.727862625024131,0.686159382022935,0.960538163057828,1,0.727906928506844,0.975482661801773,0.942038253677558,0.0190058776995089,0.011456724462208,0.00239552172472922,0.00181858318839832,0.011094044774602,1
"32","3000","0.1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.8","0.95","normal","FALSE",1.14176915891383,0.724856979273827,0.710377581386825,0.898956339779812,0.931680431655238,1,0.710510877062024,0.963332463286826,0.958493072014477,0.0475682649023176,-0.0241149615813394,0.00288558487826572,0.001684885186195,0.00604284895899109,1
"33","3000","0.1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.8","0.95","normal","FALSE",1.06746325001754,1.14764182838006,0.707112635589311,0.589905110613435,1.00297287437752,1,0.707150187201865,0.956486940897685,1.12180473488801,0.0216106331870619,0.0139719792258716,0.00265995419504606,0.00179521444924965,0.00683991493952703,1
"34","3000","0.1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.8","0.95","normal","FALSE",0.720321124651354,0.815714159272908,0.66436957166668,0.504730643114244,0.913378594994256,1,0.664181784722599,0.960698884211118,0.835954871512179,0.0163981175251094,0.0111805421449344,0.00281873496711675,0.00177894225432324,0.0110211744113056,1
"35","3000","0.1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.8","0.95","normal","FALSE",0.905570997885776,0.934521451976323,0.682825175113891,0.628341865366107,1.0140327009346,1,0.682668524089529,0.95963639587581,0.93713721743469,0.0178157283713287,0.0113489682769085,0.00244809874138488,0.00175584354467239,0.00688979678757686,1
"36","3000","0.1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.8","0.95","normal","FALSE",1.12719585438427,0.894879154388482,0.718225227381562,1.03733648442229,1.02619609017184,1,0.718322070073608,0.964533207316771,1.10454063584351,0.0583364880076089,0.037399610202906,0.00246820700520824,0.00185985809522773,0.00813919080467043,1
"37","3000","0.1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.8","0.95","normal","FALSE",0.92818569144273,1.02372756169467,0.693005340435771,0.513643538063511,1.06037672204432,1,0.692975036177456,1.03833555472586,0.992116602227363,0.0165980284630635,0.0118593078306341,0.00188703517354504,0.00187659633535093,0.00503651193247393,1
"38","3000","0.1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.8","0.95","normal","FALSE",1.01432071047935,1.02842090179314,0.717861858484859,0.698581170662233,0.996837925726638,1,0.717900895685038,0.988784535292965,1.01537434269506,0.016906402654764,0.0095234288870464,0.00194209323593692,0.00178159985674162,0.00759173644880891,1
"39","3000","0.1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.8","0.95","normal","FALSE",0.902982575705058,0.940087981478682,0.66065602526388,0.605782984769335,1.05182563540647,1,0.660131785756444,0.986492303779031,0.935061277948705,0.0147824065737166,0.00840540331140984,0.00208648478482577,0.00182583410720172,0.00499567608931905,1
"40","3000","0.1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.8","0.95","normal","FALSE",1.03384126393889,1.06893951527173,0.672314341788079,0.600878621418535,0.93594782697633,1,0.672312242964311,0.976685410577231,1.0401522597354,0.0176501217363878,0.0127252506135306,0.00182619321812144,0.00173186117537187,0.00664943936086318,1
"41","3000","0.1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.8","0.95","normal","FALSE",0.956671328710259,1.01694433733002,0.663736259571659,0.569358424354948,1.00375789455043,1,0.663689555979429,0.924437960803625,0.970026394159456,0.0166782962664059,0.0118163778972845,0.0020300236504375,0.00176410175409654,0.00991921667114365,1
"42","3000","0.1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.8","0.95","normal","FALSE",0.758837993410354,0.789427551408735,0.691593930206398,0.662459964199821,0.805845244217985,1,0.691618755562338,0.931181672771843,0.768428745153896,0.0193414976498614,0.0123865780036802,0.00228152297800051,0.00176467278884691,0.0281196254279675,1
"43","3000","0.1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.8","0.95","normal","FALSE",0.819256870837285,0.927424164139017,0.740565481990017,0.604038315108797,0.979070500565651,1,0.740514036541832,1.05098309212236,0.908804582878073,0.0196424686461489,0.0106046215798857,0.00209905169868436,0.00184888419843201,0.00884760723202524,1
"44","3000","0.1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.8","0.95","normal","FALSE",0.869431661159679,0.996219544424737,0.732823127099986,0.472342446260135,1.18396706472228,1,0.732789912451769,1.06622125596536,0.977671801904359,0.016048251104822,0.0129304916974698,0.00311275245564234,0.00178996180053333,0.0094213642984032,1
"45","3000","0.1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.8","0.95","normal","FALSE",1.03782034101517,1.05458189977293,0.705477302628456,0.674952217824886,1.08759058215429,1,0.705689745110283,0.989275949873761,1.0625866357843,0.0162128379054876,0.0115276928313356,0.00176493358592176,0.00166987384861641,0.00782841753435139,1
"46","3000","0.1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.8","0.95","normal","FALSE",0.90361978754111,0.900423955600257,0.727102004598874,0.732461046073015,0.881218891451337,1,0.726802073519447,0.972012202319035,0.916575078759178,0.0217633598626757,0.0118592935679778,0.00288180955100438,0.00181197312226618,0.00930202655164599,1
"47","3000","0.1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.8","0.95","normal","FALSE",0.959390224243199,0.914307540895485,0.646239442301426,0.711896815609168,0.942960675529143,1,0.646240620964499,0.95848027315602,0.888453058203907,0.0187739278973949,0.0127100483741986,0.00195483892493902,0.00184016287933415,0.00855708676452193,1
"48","3000","0.1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.8","0.95","normal","FALSE",0.695338016290597,0.820068204813864,0.743661501062938,0.552265331461587,0.852797810272194,1,0.743782395091189,0.984079199294935,0.779372431127911,0.0171545893131712,0.0109040119625434,0.00179655735490626,0.00165279929342475,0.00811373865865221,1
"49","3000","0.1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.8","0.95","normal","FALSE",1.38621695056489,1.30213363711183,0.735746623080967,0.932358529047245,1.16819128866444,1,0.735805143369201,1.03454606088617,1.28515853606305,0.018074169250317,0.0187041927554595,0.00232994987080224,0.00172765295243876,0.0108510189668848,1
"50","3000","0.1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.8","0.95","normal","FALSE",1.13335561096247,1.01804876433456,0.767611443283697,0.922224163197217,1.04055423066579,1,0.767697222660698,0.995178025499799,1.08341122133623,0.020197513703392,0.0112782838408198,0.002119032159674,0.00178593110946546,0.0132510954374129,1
"51","3000","0.1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.8","0.95","normal","FALSE",0.859919749206747,0.935103174349311,0.711082700592766,0.606208087634635,0.922852427936292,1,0.711382927202119,0.975208756587689,0.938919315822738,0.0198695548572489,0.0115699744652174,0.00190417792004915,0.00174926064192957,0.0115396185830609,1
"52","3000","0.1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.8","0.95","normal","FALSE",0.98789664699036,1.002950713525,0.715781606557528,0.698613800301888,1.06146615466162,1,0.715847645233024,0.965253365462357,1.02796395319747,0.0176326287203091,0.0102461087413343,0.00220716131107727,0.00185386965406377,0.0123158741065744,1
"53","3000","0.1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.8","0.95","normal","FALSE",1.00681565709904,1.04671303794025,0.674443236211842,0.745049111622175,1.14082590882427,1,0.67440062217546,0.966737199759616,0.971115046554072,0.015968316113439,0.02124004323644,0.00181811967710097,0.0017072564105439,0.0070933390121243,1
"54","3000","0.1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.8","0.95","normal","FALSE",1.14324461887597,1.05171198375483,0.699066783451093,0.810845116355358,0.912793002756392,1,0.699097541131369,0.967705909574037,0.906533777848955,0.0527565256962738,0.0422806102595898,0.00216885945419161,0.00173718129837342,0.00955007426165834,1
"55","3000","0.1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.8","0.95","normal","FALSE",1.13250531881753,1.1312728591489,0.723425466666149,0.722984317005374,1.06343188544107,1,0.723413017989053,0.966998454450417,1.1250157058529,0.01770596698734,0.0125669004111563,0.0019451571766691,0.00176492047089686,0.00700945831299602,1
"56","3000","0.1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.8","0.95","normal","FALSE",0.767327100203402,0.822537149596468,0.651770769313045,0.562636611876586,0.851446940225478,1,0.651701063419359,0.965446756773321,0.774353206737967,0.0175473765867831,0.0116440924737953,0.00193338942875009,0.0017827949863184,0.013039928737314,1
"57","3000","0.1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.8","0.95","normal","FALSE",1.392054357733,1.28523794820809,0.75364603030691,0.921391332871149,1.09276391940576,1,0.749579733555528,0.969612863005985,1.35593501381456,0.0185080621233319,0.0128085480403206,0.00275465799906826,0.00191165647805492,0.00488320823229126,1
"58","3000","0.1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.8","0.95","normal","FALSE",1.00241742178847,0.994424204544998,0.696283591471631,0.699059115659646,1.019500448891,1,0.696202345259178,0.988653684738546,1.0165886757209,0.0180840537750702,0.0114053714667069,0.00216457949786236,0.00180369367780353,0.0129994612118428,1
"59","3000","0.1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.8","0.95","normal","FALSE",0.873766565851266,0.864281898088692,0.72853397108849,0.742854553446065,0.933833866697807,1,0.728699413054021,0.964841805754332,0.892036767593364,0.0150723437573254,0.00891255113184156,0.00226020453034611,0.00175512766091574,0.00596250336090974,1
"60","3000","0.1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.8","0.95","normal","FALSE",1.01593258633723,0.937455782827233,0.608628954262711,0.756355306338925,1.00324513242108,1,0.60871915090352,0.911904474431968,0.982103445658512,0.0139154789909192,0.00949963676387709,0.00219875494434804,0.00171586812821122,0.0085463499130777,1
