"","n","rho","sig1","sig2","sig3","sig4","sig5","sig6","sig7","sig8","sig9","sig_y","basemu1","basemu2","basemu3","alphas1","alphas2","alphas3","alphas4","betas1","betas2","betas3","betas4","tau","gammas1","gammas2","gammas3","sens","spec","outcome_model","error_systematic","tau1hat","tau1tilde","psi1","psi2","tau1mime","tau1mimeunc","tau1naive","tau1oracle","tau1cvgen","var1hat","var1tilde","var1oracle","var1naive","var1mime","var1mimeunc"
"1","3000","0.1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.8","0.95","normal","FALSE",0.874211598209006,0.900093378480251,0.68388797779494,0.647744369911181,0.996390659974219,1,0.683836965407942,0.939264386548629,0.934002681301915,0.0320193992958204,0.0167943830598108,0.0021864522517474,0.00175399749051816,0.00760160008831884,1
"2","3000","0.1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.8","0.95","normal","FALSE",1.20866366174747,1.09576092705584,0.649539501594566,0.86224639832754,1.03307084657205,1,0.649639654989172,0.925205810840207,1.09102477800064,0.0145673525080861,0.0101435849252247,0.00194385368123294,0.00172906086974866,0.00423829100856009,1
"3","3000","0.1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.8","0.95","normal","FALSE",1.08744456480542,1.09757185853983,0.653194645095385,0.635818299323618,1.06031175490121,1,0.653286367349117,0.933438634146189,1.08181635451339,0.0168673293615751,0.0104846514730794,0.0017289714168288,0.00172891214018611,0.00628506806204829,1
"4","3000","0.1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.8","0.95","normal","FALSE",1.10825572049169,1.11051801337831,0.712765957766886,0.712214942646485,0.977142511650424,1,0.712678156875874,1.02977604418018,1.09369948295502,0.0232160080479695,0.0139075972156218,0.00197337835195038,0.00175275284580489,0.00796938636501019,1
"5","3000","0.1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.8","0.95","normal","FALSE",1.01080752337133,1.07858038219656,0.610109703851331,0.467131833914589,1.05303659064216,1,0.61023310811333,0.931715024501615,1.03727515320593,0.0149166407277371,0.0114061872087525,0.00207823302467432,0.0017930524042667,0.00806231346467171,1
"6","3000","0.1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.8","0.95","normal","FALSE",1.16613371461526,1.11116093787451,0.689022575995574,0.763987671847796,1.02102474286139,1,0.690206018411024,0.986415542984303,1.01339460229422,0.0520538358654726,0.0478186298431757,0.00264998911504944,0.00176519485456942,0.00630306048475292,1
"7","3000","0.1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.8","0.95","normal","FALSE",0.839232697052533,0.832340398309392,0.715960122501161,0.699207193288052,1.01557607747954,1,0.715839291089209,0.988210761784378,0.927447783899308,0.0237536200298034,0.0204202043331242,0.00243176062719482,0.00166385645896771,0.00599614218377889,1
"8","3000","0.1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.8","0.95","normal","FALSE",0.93787029305679,1.01363577622796,0.707967190489944,0.581220783040396,1.04284413092624,1,0.707961123766099,1.02697496970551,0.972208615914721,0.0171972631252632,0.0113533621509909,0.00214307825618915,0.00178149728675496,0.00546678704879487,1
"9","3000","0.1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.8","0.95","normal","FALSE",0.951891257824017,0.985518075033517,0.692044400916131,0.634581890312937,1.10369971209847,1,0.692086516045091,0.990795431784438,0.930233050312732,0.0163111750783093,0.0115644320488274,0.00201918189115239,0.00174536010545791,0.0108887858983236,1
"10","3000","0.1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.8","0.95","normal","FALSE",1.11813332493563,1.04729111318979,0.672219521955869,0.78325798280701,1.14683725141654,1,0.672041215235562,0.988138862332275,1.08872813114922,0.0147426579153191,0.00892643364847721,0.00190965083505125,0.00181314275030227,0.0101250014866601,1
