"","n1","n2","sig11","sig12","sig13","sig14","sig15","sig16","sig17","sig18","sig19","sig21","sig22","sig23","sig24","sig25","sig26","sig27","sig28","sig29","sig_y1","sig_y2","basemu1","basemu2","basemu3","shift","alphas1","alphas2","alphas3","alphas4","betas1","betas2","betas3","betas4","tau1","tau2","gammas1","gammas2","gammas3","sens","spec","outcome_model","tau1hat","tau1tilde","psi1","psi2","tau1mime","tau1naive","tau1oracle"
"327","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",0.953221170002871,1.05316902657124,0.794250948831069,0.909233158233635,1.03280519584727,0.797254302552039,1.00568070504307
"328","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",0.882268071157861,0.927361668560508,0.788342687990987,0.856670646616469,0.869129079603505,0.799197267803086,0.972144139346122
"329","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",1.1723672158953,1.16660217154034,0.925681995187658,0.920415463538782,1.05156612445298,0.924353762751234,1.0277225999332
"330","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",1.25534020903215,1.19177450507952,1.00909847192256,0.864755502193271,1.14048133107068,1.01867875906928,0.997192010007407
"331","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",1.0432590593603,0.965031745891993,0.965019292797217,0.869026137685107,1.00536906602499,0.95424259792073,0.995753198321965
"332","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",0.81218121058689,0.791693505939622,0.968487326505233,0.953146491197113,0.92311928893539,0.97249314070908,1.05263271147986
"333","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",1.01982699079722,1.0297699354679,0.875507733249208,0.894217531946343,1.07368723978494,0.877863509402917,1.00680581098492
"334","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",0.973570517953748,0.965540863695749,0.883133914733184,0.874685679864985,0.980014522738601,0.877461108955792,1.00409671483722
"335","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",0.800944080189053,0.804743606439563,0.83493543185097,0.832971122710292,0.866244091359543,0.832373718755468,0.972426563211039
"336","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",1.01033281585722,1.04959708013007,0.848342149635802,0.880590692203054,1.02443000230529,0.850504413270604,0.976819626868462
"337","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",0.98452359023123,0.971641676844563,0.909480112287841,0.886530197986541,0.947751484895863,0.907393761474984,1.00367298809573
"338","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",1.07017499710592,1.01063681598956,0.970030666327381,0.886514586947608,0.96686901940664,0.968051174069207,1.00496527862354
"339","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",0.927731220609287,0.913228938793705,0.891744792734586,0.871813488375684,0.906584514334216,0.891343484632925,0.978391930710713
"340","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",0.991333390294123,1.03620502743105,0.891329963478267,0.919831590920925,0.949486526973226,0.848707537241077,0.977813901754493
"341","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",1.03959099932595,1.01178248099111,0.885444551516222,0.849468180763917,0.943588656748129,0.890219438647379,0.979202198736914
"342","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",0.798344942544038,0.817209860698139,0.860472597017559,0.880902777228122,0.833367525770573,0.859099458277037,0.956711633157489
"343","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",0.939316588268888,0.906215504940493,0.867299724823551,0.815618580135299,0.83685831439033,0.86542662926015,0.912334524541268
"344","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",0.935430499904035,0.996101181641512,0.805473953261522,0.885525799906938,0.990295971573776,0.790610780956172,0.996695716216321
"345","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",0.836307581307395,0.932965970204153,0.704820824362609,0.83016537670163,0.928057525377079,0.703531493915685,0.934669248752567
"346","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",0.983183372368889,0.964890683598971,0.927678867267194,0.897173459939438,1.06346428320824,0.921961552255228,1.01497678974391
"347","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",0.850522997369199,0.892126064155738,0.849967684041148,0.903748046004201,0.936238026181455,0.84927078911437,1.03380456561731
"348","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",0.870041651628389,0.98884006412602,0.771839791003983,0.922411031438539,0.957451661068257,0.772336266510666,1.04860576927526
"349","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",1.02688174522651,1.0936604334664,0.832917436929117,0.887251121102161,1.1290609942787,0.829608226220335,1.04281474825659
"350","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",0.840425189723373,0.968796808471537,0.708718417511319,0.887291732765233,1.00172230038,0.705179520676671,0.991246881071284
"351","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",1.14568324157009,0.903741089110447,1.10703110869108,0.872323527170482,0.907507265367849,1.10984672444086,0.958976155368681
"352","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",1.20360585065736,1.10434408171752,1.03625567636373,0.891891104160131,1.05228219947723,1.03554346070325,1.05840835970446
"353","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",0.958771238686368,0.925824970475369,0.923069831859294,0.870169574332757,0.900037667654139,0.922000751735651,1.00559926473563
"354","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",1.02944557418304,0.856693505954263,1.01768064999486,0.79560718385049,0.832193850785097,1.0111421208853,0.888435347378958
"355","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",0.726652550952134,0.876742759161345,0.752859930553061,0.940098860517007,0.936172166817274,0.753968610046724,1.06233993858117
"356","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",0.679463980430753,0.826798559559434,0.755328100170057,0.940936252416767,1.02447625302476,0.769188492566171,1.01260705891838
"357","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",0.912394590542693,1.0695657145577,0.675741806127215,0.886364568643619,0.998002157131257,0.673432543394361,0.986792430777225
"358","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",0.867754739291388,0.944849115888869,0.691983050308077,0.805212692539888,0.923668580980471,0.6897193620214,0.976797684120778
"359","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",1.17800536264767,0.966338986365422,1.1875228851394,0.921463583022641,0.942425235248881,1.19280466604473,1.01041531887995
"360","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",1.02871686473771,1.06595138281594,0.838310602167938,0.881645134413439,1.04706850380966,0.83506490902705,0.968050597538851
"361","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",1.14664112547615,1.14460914459456,0.968282481186257,0.959463661527965,1.17104266394207,0.97011941898831,1.04754699132458
"362","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",0.912721373575205,1.09805105131759,0.754723954190868,0.962536082326355,1.05801794088749,0.755792715378964,1.10410040428896
"363","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",1.24479982491072,1.03941453578401,1.21296571077445,0.943243965034517,1.01722561486249,1.21181163718158,1.04244425605483
"364","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",0.823142357580291,0.936690001007865,0.835732892449627,0.983943210353664,1.03555533969744,0.835760862074979,1.1067861791388
"365","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",0.838225654558936,0.96760665508137,0.734353979321902,0.91987784692448,0.992431088264606,0.720561132882969,0.974257808495686
"366","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",1.03035978789108,1.02563901157316,0.894520292077237,0.893121412628088,1.05726301634517,0.899102310903402,1.03660562237725
"367","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",0.880012006120099,0.876054655616296,0.863888846463537,0.878606011927342,0.883205435292844,0.864884116359343,0.989469485140436
"368","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",0.915951249422746,0.951203568710335,0.781972739113953,0.837647970189934,1.0274661143239,0.786102649536763,1.00333631184106
"369","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",1.17420020728086,1.18662497110042,0.922448663952538,0.937411818111142,1.20477352617501,0.922160667661372,1.00465933690803
"370","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",1.1050303075857,1.09076369139287,0.90437325612066,0.874129560226876,1.05409791246528,0.816712078820659,1.00529482648966
"371","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",0.788853602629119,0.937860729492723,0.767427226308322,0.877200315942916,0.917779833703609,0.810515194513825,1.03931598136375
"372","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",1.27532964364324,1.29288867518104,0.897858748998589,0.907840520771363,1.14825193292139,0.875408422635171,1.03277752036188
"373","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",1.01780072727698,1.11974491953799,0.802021617181578,0.931636974781836,1.09112445600363,0.803768601292017,1.05343066122747
"374","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",0.988667478752827,0.970218014873433,0.868558756331762,0.852237254492965,0.999263559551138,0.867631592524904,0.986918791668103
"375","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",0.95660509206123,1.13142081356307,0.807178784969314,1.01580644376893,1.15631490643467,0.806548664264253,1.16091585990155
"376","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",0.940412983808654,1.03548319900508,0.804224327150294,0.912939099937027,1.00628415882867,0.810073039345597,1.02981689228861
"377","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",0.836429724893769,1.07345289027685,0.753139053356941,1.01366664634254,1.02632812002405,0.742388138269387,1.08086499196575
"378","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",1.0627401800278,1.01902295343998,0.941369599769238,0.881668758612185,0.993806763963546,0.937090236691201,0.989457527036991
"379","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",1.00074052128185,1.04466910610723,0.799410966454557,0.858267926114909,1.00557176759997,0.798151516623047,0.983445692208773
"380","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",0.833734402265532,0.860888144967562,0.807107402328115,0.854062556522375,0.921523125194951,0.808076939480336,0.992510222749887
"381","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",1.15891468538396,0.991873663643935,1.09693014478864,0.904314083778509,0.994436940081477,1.09760334956633,0.993843051473411
"382","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",1.09323038141721,1.08122293245169,0.979937912490648,0.958951712375708,1.0627000952139,0.974674684969742,1.08609449456883
"383","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",0.945537010837619,0.978412568141557,0.829536600357487,0.850444154616074,0.960293761966813,0.824265603495937,1.00880420883153
"384","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",0.620915060873163,1.05434635150707,0.430237768270258,0.953905299397717,1.02842053924283,0.426028651225909,1.08622984882433
"385","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",1.00076135138492,0.901242813073754,0.947592572780816,0.814992436668866,0.848763722416296,0.949057622809992,0.928739617091145
"386","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",0.844369373857031,0.740844336314122,0.982456733410202,0.820546391520786,0.803173232169578,0.977570248707228,0.951506081686728
"387","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",1.21388694171976,1.09394210908781,1.05324712556925,0.883719019497602,1.04033971057219,1.05239736244149,0.988182884754608
"388","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",0.99990489557523,1.03077049510627,0.821809450619294,0.91101919768355,0.984649521404163,0.826368711677213,1.04727385003831
"389","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",0.716248545479119,0.864798005710565,0.677134763695357,0.857761205528082,0.846571806866088,0.688671847679099,0.972876145477922
"390","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",0.864895574200935,0.964972079389644,0.800287593921241,0.928432759692566,0.960033256469556,0.799922282060216,1.02545262881453
"391","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",0.997099298130705,1.09084165023332,0.764497646118577,0.9133510509013,1.09313946909485,0.760063084684181,1.05491922898594
"392","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",0.977227138465238,1.06034280130344,0.679340237480493,0.811370382218969,1.03922123575923,0.679341811476414,0.913515286002642
"393","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",0.81734173783031,0.865329605527697,0.744931886034181,0.814592681369559,0.871961662341524,0.725336982308257,0.917032581615113
"394","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",0.907507073388116,0.947837633146211,0.854914833760796,0.905947459929843,0.982064194985608,0.856382155145364,1.00757680751285
"395","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",0.933487506086736,0.993549707298499,0.742883529899626,0.83393470816008,0.952193094965053,0.739081481865503,0.95765866201084
"396","300","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.95","0.95","normal",0.927433480067871,1.01453230957429,0.82038486729678,0.927623679013277,1.07128536802521,0.815838872252807,1.04132342583535
