"","n","rho","sig1","sig2","sig3","sig4","sig5","sig6","sig7","sig8","sig9","sig_y","basemu1","basemu2","basemu3","alphas1","alphas2","alphas3","alphas4","betas1","betas2","betas3","betas4","tau","gammas1","gammas2","gammas3","etas1","etas2","etas3","sens","spec","outcome_model","error_systematic","tau1hat","tau1tilde","psi1","psi2","tau1mime","tau1mimeunc","tau1naive","tau1oracle","tau1cvgen","var1hat","var1tilde","var1oracle","var1naive","var1mime","var1mimeunc","var1cvgen","cilowmime","cihimime","cilowtilde","cihitilde","cilownaive","cihinaive","ciloworacle","cihioracle","cilowcvgen","cihicvgen","cicovmime","cicovtilde","cicovoracle","cicovcvgen"
"1","5000","0.3","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.1","-0.2","0.6","0.8","0.95","normal","TRUE",0.910622370905215,1.02299919566925,0.753799996553313,0.653041310583891,0.959916225877663,0.735660017308617,0.753873127140812,1.0305084498457,1.03251736356608,0.00797031192463457,0.0049855961506832,0.00139142351489176,0.00113890404928244,0.00281397230954256,0.00225022544895065,0.00391482469341222,0.855944325710653,1.06388812604467,0.884606037700853,1.16139235363764,0.687727728240183,0.820018526041442,0.957396942031898,1.10361995765951,0.909882986076685,1.15515174105548,1,1,1,1
"2","5000","0.3","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.1","-0.2","0.6","0.8","0.95","normal","TRUE",0.799763592799093,0.925420347472078,0.721029436875061,0.557026426531517,0.918349013416981,0.681380004734004,0.720927710702854,0.969979612764437,0.974138016699027,0.00391938261361807,0.00244634027389637,0.00120591771240269,0.00103255541758361,0.00164051477392991,0.00231316420915592,0.00302942584817362,0.838962606800173,0.997735420033789,0.828477783052726,1.02236291189143,0.657946246031181,0.783909175374527,0.901916013947109,1.03804321158177,0.866259184955521,1.08201684844253,0,1,1,1
"3","5000","0.3","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.1","-0.2","0.6","0.8","0.95","normal","TRUE",0.766135017475777,0.890446569473354,0.755408139955814,0.583309584582055,0.925958774287157,0.693178448943564,0.755381884510517,1.00555143741666,0.973052204109454,0.00356287338628059,0.00228136707317325,0.00140089611604464,0.00108725357959032,0.00190965527728181,0.00177781669500654,0.00297351738849277,0.840307552969503,1.01160999560481,0.79682979881605,0.984063340130659,0.690753768714417,0.820010000306618,0.932191485675963,1.07891138915735,0.866173467217433,1.07993094100148,1,0,1,1
"4","5000","0.3","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.1","-0.2","0.6","0.8","0.95","normal","TRUE",0.79501737811543,0.932052642231401,0.709652647870868,0.518663142388993,0.974603993525526,0.688297780243382,0.709918921322807,0.975762440487201,0.984876311129611,0.0042138744648084,0.00298520508063014,0.00135374993761699,0.00109553555065277,0.00220206428769867,0.00168824187938203,0.00292285865112671,0.882628724199347,1.06657926285171,0.824964062832155,1.03914122163065,0.645045125600746,0.774792717044868,0.903647492242406,1.047877388732,0.878911912418684,1.09084070984054,1,1,1,1
"5","5000","0.3","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.1","-0.2","0.6","0.8","0.95","normal","TRUE",0.769085307972581,0.900338798959491,0.709573773899114,0.576055710236101,0.932255327613464,0.665175589805528,0.709275971893729,0.959549083256181,0.962266957140484,0.00635846196934399,0.00411931043317978,0.00154927549082628,0.00108802443595683,0.00246792133199986,0.00302860161252786,0.003487627834842,0.834886099471249,1.02962455575568,0.774542364351417,1.02613523356756,0.644624949680838,0.77392699410662,0.88240184269919,1.03669632381317,0.846516920033238,1.07801699424773,1,1,1,1
"6","5000","0.3","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.1","-0.2","0.6","0.8","0.95","normal","TRUE",0.711863536761157,0.826532375215965,0.675161914387855,0.5038329742574,0.887433711320283,0.640675478064255,0.674767071768019,0.951280444332152,0.907183405095513,0.00375662129543074,0.00275855035723462,0.00139310950786372,0.00106547813648388,0.00216821865123221,0.00244349781658475,0.00307830866618164,0.796168007079458,0.978699415561107,0.723589444169911,0.929475306262018,0.610789413096289,0.73874473043975,0.878124655187278,1.02443623347703,0.798437689906347,1.01592912028468,0,0,1,1
"7","5000","0.3","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.1","-0.2","0.6","0.8","0.95","normal","TRUE",0.73129963472348,0.873029290766987,0.741470872533306,0.514119272630602,0.941480403399563,0.686754092159303,0.741458353619956,1.01990209243252,0.929149036249444,0.00343712838310308,0.00245853825538748,0.00118651497198017,0.00109280433363262,0.00219116118202345,0.00234945727261803,0.00293495062581793,0.849733115718339,1.03322769108079,0.775845338584044,0.97021324294993,0.676665474936546,0.806251232303366,0.952388272244653,1.08741591262038,0.822965674444771,1.03533239805412,1,0,1,1
"8","5000","0.3","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.1","-0.2","0.6","0.8","0.95","normal","TRUE",0.779460108668762,0.94131483572258,0.779470988932388,0.60262793807483,0.957729881690519,0.74759875535093,0.779574363295075,1.03545435891738,1.03581020131488,0.00469985440749754,0.00307176492716046,0.00125334972592046,0.00108347079654439,0.00201123601827106,0.00259921149584635,0.00309073537118361,0.86983014171485,1.04562962166619,0.832684765556996,1.04994490588816,0.715058772838156,0.844089953751994,0.966065106816671,1.10484361101809,0.926845211515685,1.14477519111408,1,1,1,1
"9","5000","0.3","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.1","-0.2","0.6","0.8","0.95","normal","TRUE",0.869555407312068,0.940106910681629,0.73775530877537,0.639780514983171,0.976506505611423,0.709311379210576,0.737877557460222,1.03196772771821,1.06513353156775,0.00371256306983844,0.00236714569438489,0.00135438546154865,0.00109681537471343,0.00197247652203057,0.00183013678363538,0.00298222901858536,0.889457865145114,1.06355514607773,0.844746400513379,1.03546742084988,0.672965879439244,0.8027892354812,0.959835854117941,1.10409960131848,0.958098345774493,1.17216871736101,1,1,1,1
"10","5000","0.3","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.1","-0.2","0.6","0.8","0.95","normal","TRUE",0.729804004336462,0.836265183432819,0.695159554403783,0.54868677491378,0.878036287544814,0.609562313846346,0.695140216781624,0.9761375634929,0.968337500964027,0.0057823377828817,0.0044029364280021,0.00167629791286229,0.00113415311323955,0.00250299985862288,0.00215656828760199,0.00321358931846037,0.779977507943568,0.97609506714606,0.70621011593519,0.966320250930448,0.629132924761567,0.761147508801681,0.895890033549283,1.05638509343652,0.857227984153821,1.07944701777423,0,0,1,1
"11","5000","0.3","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.1","-0.2","0.6","0.8","0.95","normal","TRUE",0.889898000756536,1.00983123429823,0.750698978252969,0.598582126872975,1.01575492355071,0.725870396112561,0.750546617709445,1.04135667966503,1.04372811614755,0.00640648569115905,0.00470540321624606,0.00161323617732431,0.00112818342205751,0.00259139843631463,0.00299776175617886,0.00352755379735088,0.915979594771769,1.11553025232966,0.875383188587146,1.14427928000932,0.684713271795872,0.816379963623018,0.962633061234414,1.12008029809564,0.927317417893894,1.1601388144012,1,1,1,1
"12","5000","0.3","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.1","-0.2","0.6","0.8","0.95","normal","TRUE",0.708981657327846,0.82010126588919,0.694466088076552,0.562650077306132,0.853952719766868,0.634728407637918,0.694468578135771,0.962655158239672,0.915400942389241,0.00457985805513911,0.00279858737161439,0.00119389343453483,0.00108731613834212,0.00196509296437482,0.00186020320760121,0.0033878347100765,0.767067156340357,0.940838283193379,0.716413980039893,0.923788551738487,0.629838603069591,0.759098553201952,0.894931742657548,1.0303785738218,0.801318928810282,1.0294829559682,0,0,1,1
"13","5000","0.3","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.1","-0.2","0.6","0.8","0.95","normal","TRUE",0.781717917981304,0.904324715411241,0.700567544177518,0.541601337998359,0.937519307891614,0.648035208035834,0.700593086169533,0.956793894396145,0.956987348236038,0.00498574345473706,0.00377649944116104,0.00162693392931067,0.00107183206604911,0.00303807218501636,0.00183849208238735,0.00310811409013989,0.829486636416921,1.04555197936631,0.783876385189672,1.02477304563281,0.636424947152305,0.76476122518676,0.877736767058757,1.03585102173353,0.847716441363799,1.06625825510828,1,1,1,1
"14","5000","0.3","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.1","-0.2","0.6","0.8","0.95","normal","TRUE",0.880484613098037,0.942542462118516,0.759163727313888,0.677665627442148,0.969083327212962,0.71472331288777,0.759133934176611,1.02605936773295,1.08261000720242,0.00457848306723657,0.00312606324358061,0.00171221261598493,0.0011270868330943,0.00287061549575716,0.00311410220803193,0.00362126539624458,0.864070201897596,1.07409645252833,0.832956493324426,1.05212843091261,0.693332590892336,0.824935277460886,0.944956741477278,1.10716199398863,0.964663183819109,1.20055683058572,1,1,1,1
"15","5000","0.3","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.1","-0.2","0.6","0.8","0.95","normal","TRUE",0.663636156915778,0.798481269114149,0.719106929028799,0.535796221136887,0.881477309694444,0.657113280172465,0.719463117167882,0.98262345921281,0.854502023673269,0.00440058611785268,0.00294318742216637,0.00152281546213201,0.00110375687381117,0.00209763566913412,0.00173939111116444,0.0032122327106997,0.791709402363675,0.971245217025214,0.692149012479606,0.904813525748692,0.654346357371091,0.784579876964673,0.906137853512611,1.05910906491301,0.743415961624856,0.965588085721683,0,0,1,0
