"","n","sig1","sig2","sig3","sig4","sig5","sig6","sig7","sig8","sig9","sig_y","basemu1","basemu2","basemu3","alphas1","alphas2","alphas3","alphas4","betas1","betas2","betas3","betas4","tau","gammas1","gammas2","gammas3","sens","spec","outcome_model","tau1hat","tau1tilde","psi1","psi2","tau1mime","tau1mimeunc","tau1naive","tau1oracle","var1hat","var1tilde","var1oracle","var1naive","var1mime","var1mimeunc"
"1","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.95","0.95","normal",0.880184595148949,1.03088541520116,0.912756655880984,0.700041310415472,1.04151541111107,0.879224765299054,0.913324483504918,1.01763064704785,0.0163525682892671,0.00766749961520991,0.00220098029785332,0.00211550553364965,0.00684724394422409,0.00411728749448165
"2","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.95","0.95","normal",0.616752374571683,0.885567813740568,0.900141048796,0.58381803008897,0.937027844727804,0.850887855801125,0.901062998085837,1.0323316200202,0.0177081218611227,0.00517216261267946,0.00195069652554768,0.00201487577074336,0.00408325515803656,0.0042829415414765
"3","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.95","0.95","normal",1.19463561752898,1.07858036919782,0.88022503083169,1.03585725186065,1.11640050964411,0.834738502609682,0.880100598614102,1.02747977120222,0.0150281304829345,0.00588190806807683,0.00188322341218365,0.00190589478362716,0.00534741537344925,0.00453195229371098
"4","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.95","0.95","normal",0.779989105830916,0.894475792221363,0.862266158804251,0.684291450721601,0.915473386226686,0.788216021505682,0.862547337788756,0.997988716283119,0.0151778303015777,0.00802998519760206,0.00189484186730632,0.00193731230061248,0.00593122450258918,0.00468658273595241
"5","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.95","0.95","normal",0.945052857100607,1.10711912907147,0.927595045834881,0.767207309467738,1.10264462065393,0.825861881610741,0.926393688868249,1.0247236568269,0.0231900480933848,0.00358411401437523,0.0026312812303286,0.00218501690416414,0.00754902702486619,0.00409868011961128
"6","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.95","0.95","normal",0.957842475226059,0.909609572432431,0.885113517518291,0.946414877312943,0.956398538865858,0.797365610704692,0.883915978825064,1.00560753742185,0.0152102847540238,0.00844222797396492,0.00190663947751541,0.00194899079723729,0.00657879377808105,0.00395432991194933
"7","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.95","0.95","normal",0.775205805225102,0.816235908724881,0.863493028226805,0.808877611298399,0.832518082714879,0.737779637954973,0.863292650362454,0.963081096426928,0.0166425005166579,0.00578420542542644,0.00209351012144968,0.00201664087810916,0.0101883940518382,0.00585731856180028
"8","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.95","0.95","normal",0.753253336815209,0.901493132585795,0.818197648785125,0.473485453088397,0.983699121743283,0.70393906422368,0.818707396894606,0.968871957108706,0.0130925955827192,0.010995928618501,0.00285363013097474,0.00226598244365411,0.0285645224607735,0.00452450196188722
"9","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.95","0.95","normal",1.06414979999023,0.969859738431171,0.917197244876506,1.0927735455104,0.914278979991992,0.849067743286627,0.916980725395769,1.02940097037119,0.0150808762108919,0.00884184610190401,0.00264551295874777,0.00239024605012192,0.00519265011818867,0.00296742985545124
"10","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.95","0.95","normal",0.975563619504737,0.835304998207041,0.864367707173347,0.988172225989315,0.920618373278032,0.802016893955315,0.86504631845688,0.964390673408,0.0261188997839534,0.00876453382112462,0.00199204331982406,0.00192399163256567,0.00481037994186874,0.0030256185146215
"11","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.95","0.95","normal",1.0246542122728,1.06811108037414,0.869635502517347,0.80722461626066,1.05232902841843,0.770402127790829,0.869651315838617,0.993779926902741,0.0167460254565019,0.00785638938442234,0.00211999637396199,0.00193290243871352,0.00933452309747114,0.00401541576267377
"12","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.95","0.95","normal",0.992312942470784,1.07410329871238,1.02336722257239,0.874554108885554,1.02022443005176,0.850704209898192,1.02357684050845,1.10938310476659,0.0247803734849558,0.0171206036903811,0.00346876161738474,0.00344284812168361,0.011400009517057,0.00735631607997432
"13","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.95","0.95","normal",1.06270597633252,0.995675552949612,0.872165314213165,0.975542530610407,1.02211016450324,0.794623891786671,0.870329651935262,1.0279021760512,0.0176513746946122,0.00790560943021205,0.00227140400317618,0.00212171819576659,0.00502550324371985,0.0046166780174233
"14","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.95","0.95","normal",1.17424018157407,1.04348462467163,0.948137012798185,1.10413684939315,0.994063872263222,0.897032327534944,0.948083671472797,1.04018599611416,0.0190292950901077,0.00520927003967733,0.00229717609535549,0.00194561648802013,0.00271487776902923,0.00333405060754708
"15","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.95","0.95","normal",1.13595836829542,1.03365414631405,0.945711194062408,1.06688906170312,1.01529323737643,0.889845930985044,0.945592322285563,1.06560946908875,0.0195222422144954,0.00745833331069363,0.00196583841934801,0.00192857998425368,0.00553725359363421,0.00394454122966232
"16","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.95","0.95","normal",1.06735735238484,1.08432992985335,0.876584896719909,0.850774982846964,1.01911156828908,0.815703202612491,0.876426731989962,0.981769999379957,0.0187667185483078,0.00754699741997366,0.00190994562933744,0.00186817367816348,0.00648830825369503,0.00336261435470994
"17","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.95","0.95","normal",0.902526225423711,0.944500573372672,0.894860078123729,0.829398571634216,0.961802990677796,0.798555273505003,0.894849153092137,1.05707579456353,0.0171082454091692,0.0067553092378549,0.00232539640445366,0.0020483851919601,0.00389902507293609,0.00346112252746644
"18","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.95","0.95","normal",1.22013332828994,1.11303681055876,0.863612797455399,1.03584248154924,1.03881806383688,0.805391184677565,0.864575976520633,1.0224689962127,0.0226662865188386,0.0126959838919987,0.00205889855326215,0.00242569947733702,0.00413460038231099,0.00424370013911417
"19","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.95","0.95","normal",1.04673970846893,1.06434687987417,0.864025121749827,0.835567223673074,0.98958396121163,0.784375014121323,0.86339846114358,1.04009359609796,0.0237431452469424,0.00964056360131456,0.00292287239487874,0.00213977263767588,0.00602721466159334,0.00594748957782754
"20","3000","1","0.25","0.5","0.25","1","-0.4","0.5","-0.4","1","1","1","1","1","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","0.2","0.4","-0.6","0.95","0.95","normal",0.75174787433167,0.874386687159655,0.912003080116403,0.73575608166805,0.895925212257802,0.83202178138734,0.912500559252881,0.978649429843013,0.0151337569416799,0.00612425993583026,0.00247587480419881,0.00212750157524467,0.00287903330845587,0.00327036975547364
