"","n11","n22","sig13","sig23","sig_y3","basemu3","shift3","alphas3","betas3","tau3","gammas3","outcome_model4","n14","n24","sig14","sig24","sig_y4","basemu4","shift4","alphas4","betas5","tau5","gammas6","outcome_model6","n16","n27","sig18","sig28","sig_y8","basemu8","shift9","alphas9","betas9","tau9","gammas10","outcome_model10","n111","n211","sig111","sig212","tau1hat","tau1tilde","psi1","psi2","tau1mime","tau1rcal","tau1naive","tau1oracle"
"11","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",0.979946207978582,1.02422763914604,1.06526808043213,1.09992346394425,0.992412493225232,0.911568042275029,1.06865288221057,1.03921753482575
"12","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",0.737154695589302,1.03255280553851,0.805771970799966,1.16791156310358,1.05290365510798,1.01691382500976,0.803695830472915,0.963572670645892
"13","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",1.35285147390922,1.29520624903226,1.30547248946805,1.2222793553983,1.03427943860958,1.0414545169008,1.34876682033658,1.08954784538976
"14","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",0.83210918479909,1.03980761396592,0.942813723892533,1.15472356544484,1.05611481260293,1.02850565791216,0.952780047292075,1.02012773758196
"15","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",0.537484404087863,0.690692447356263,0.915975867591056,1.14163748472856,0.99779065897457,1.06754640475248,0.921106351797585,0.992739456781172
"16","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",0.683505548870954,0.803552303774746,0.937492138059021,1.10190059401742,0.878562371560881,0.906175784899468,0.942793840786071,0.911030992999254
"17","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",0.727079163122302,1.03551111211859,0.779560815432532,1.25398921682584,1.22399444377617,1.22052741373644,0.809394595329737,1.17185252833036
"18","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",1.01138200270771,0.99987846626446,1.17421818623536,1.12872163022544,1.12316156871107,1.06719559994728,1.18004870453112,0.98218404222172
"19","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",0.829038894410051,0.943842262820892,0.989445909797669,1.13521374382836,0.94697621757806,1.07345930265293,0.983140604992848,0.911663787541623
"20","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",1.01905509727018,0.829480665507442,1.27910538020868,1.06782485152326,0.998864249594824,0.943984968834488,1.27999173781607,0.928639832793716
"21","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",0.65975428608292,0.907822260187127,0.550333130887264,1.09230836404908,1.07667684717304,1.02065491251465,0.566923239680272,0.914122499989091
"22","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",0.735597706875206,0.940364007911454,0.83744356341798,1.11769071826572,1.05210486395192,1.09681423573729,0.843676593183064,0.99652952995737
"23","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",0.903148396274691,0.861031284192452,1.14141539435395,1.10550326600765,1.01245028185478,0.979423151676225,1.13899799895308,1.03258966268471
"24","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",1.30450060988527,1.1832992952098,1.31030525522599,1.10073538008686,1.06967795960212,0.96367552104767,1.30728943890529,1.04192855961424
"25","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",0.908849209010869,0.794423243057197,1.20464435119107,1.06587558478131,0.946108238293502,0.863135280282839,1.20824413104108,0.899879219372109
"26","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",1.09678953449144,0.992245476471149,1.19970669888449,1.08246013906926,1.07749516987561,0.950739691206978,1.20033580674857,0.989679265982371
"27","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",1.20329117597638,1.19030204338992,1.08225488523978,1.0413121001793,1.06944272721144,0.975122233459151,1.10158183200103,0.898448266024353
"28","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",0.968363280551067,1.02299226742451,1.07002259416836,1.12095562862498,1.08969592738281,1.01591979276194,1.06399884840862,1.02207094337221
"29","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",0.987246012575885,1.10789738943483,0.895282207419931,1.04906884345927,1.10924971941614,0.99845770166297,0.896724956942002,0.872190016260971
"30","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",0.93380000130084,0.995552402236857,1.07485658123298,1.14114886231693,1.02271806187228,1.02032205540223,1.06798947939706,0.992632111825827
"31","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",1.23350704015655,1.04527956392623,1.27843836758478,1.05728197098773,1.13048154767277,0.854613586276214,1.27507466787785,0.866467297201437
"32","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",0.902396623573246,0.794767766594532,0.994284125109532,0.872867972387032,0.759677626645529,0.704044159812128,0.991017193063873,0.768464237041154
"33","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",1.07029934736266,0.989890663123111,1.07686088474716,0.943609281032787,0.870525761047706,0.651203149893194,1.07946932432505,0.812187879665236
"34","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",1.04705371009672,1.10798107686282,1.06176696946014,1.14589913940704,1.12478542570469,1.09939838183415,1.06406203023376,0.998248981432424
"35","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",0.849531980232547,0.960568751534772,0.910984270739448,1.06675023830178,1.06195486130813,0.850535670564198,0.934021055990161,0.986515674515389
"36","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",0.568657998376524,0.723460886943321,0.892104385338611,1.0135087828328,1.03962345448068,0.87889716483889,1.02543702735576,0.900069772323506
"37","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",1.20540609120343,1.13894850149557,1.208620430491,1.1326069011469,1.18943887017139,1.03993718580926,1.22518437585992,0.945488243806607
"38","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",0.940771820454411,1.20004545058426,0.89761116179463,1.24488795370051,1.21413362504933,1.1707425977178,0.904750133102044,1.10734271057598
"39","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",0.526470559273126,0.746909157662036,0.755533996723425,1.04114324947094,0.967578379285746,0.944473157557678,0.754676951348938,0.989937660201472
"40","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",0.56608312611524,1.06347407965674,0.699518917147932,1.15779449730095,1.03049232488148,0.996340396426433,0.697108450383894,1.05611240073196
"41","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",0.841685193061004,0.976764076686024,0.987551003612355,1.17985585381961,1.02283513411266,0.992981061423754,0.979850730385693,1.05732013166036
"42","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",0.977075813897851,0.863925397523898,0.99516914304936,0.872099341595285,0.87585895732151,0.668033128349875,0.999417882167271,0.749029063211974
"43","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",0.804688379276725,0.840663986159264,1.18814140805607,1.19660334155508,1.11089721907081,1.07665287715704,1.16737034932103,1.13566649510149
"44","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",0.78261506748187,0.984003108215979,0.946739959821589,1.20489145870094,1.07148089190297,1.02647484101014,0.960258494993049,1.10900455503356
"45","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",1.10900174348997,1.08553695889401,1.18151608225271,1.16590227681182,1.13877048329508,1.01849030395547,1.17082895973886,1.02135692236706
"46","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",1.1513019129336,1.09615252302776,1.29754595798971,1.16646871658242,1.1935174965825,1.08070176400762,1.31161590833302,1.06732920176651
"47","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",0.548918423011598,0.534842013848395,1.20978074892436,1.08828139074375,0.945618695275777,0.900661294129527,1.20577640234799,1.04502218602211
"48","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",0.557463720172035,0.769552310526214,0.835333000261351,1.02699879219519,0.965782615614465,0.945550241463959,0.834183076909621,0.928870649340358
"49","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",0.63273939712903,0.929986908118385,0.608813914171302,1.03937380731513,0.962598972587349,0.993314026380716,0.644994229981897,0.989619420599026
"50","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",1.1053556481079,0.950549538497307,1.21583384184066,1.0641199074614,1.08113873297392,0.947617339945048,1.21610815628338,1.02329880582345
"51","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",1.04436888379813,0.957532971348879,1.15329072973105,0.982740528272782,1.0783089508897,0.74809932033877,1.15900341009469,0.910176979242846
"52","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",1.22140231853459,1.20471380137125,1.15424020055364,1.15153387958859,1.27657731386197,1.07973935305826,1.14916960250314,1.08385964413086
"53","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",0.953325918280244,1.13032835276487,0.938116516807192,1.14426085795151,1.17006929611283,1.05460891654926,0.938055402378195,0.986079728154221
"54","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",1.18946249593133,1.18060305993014,1.20238216963045,1.21387116072349,1.22857581608969,1.08784569130372,1.26396366570113,1.03967721337154
"55","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",1.14265625600867,1.11489992689019,1.12785873334046,1.14850351982446,1.13400171422695,1.08434504682854,1.13732966834042,0.981434702607314
"56","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",0.524538147466596,0.553139287041367,1.04184491094995,1.0539643800637,0.96069914756537,0.879468465502213,1.02967093978262,0.969183318596071
"57","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",0.870124223827059,1.03454398884931,1.05867797078228,1.23167974067818,1.1861782172764,1.21689667179598,1.08498730361045,1.13041790274421
"58","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",1.43325626899543,1.1696885804722,1.48939297840964,1.18066883041131,1.11800607382524,0.998370958238541,1.49373551051891,1.05546029449441
"59","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",0.979614213756063,1.07644072955434,1.11405604699055,1.24952009482157,1.1675937794768,1.2133770074647,1.11221989440768,1.01487004245436
"60","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",0.925274687320144,1.00200578892955,1.02358871358182,1.12545441337827,1.02441303289142,1.00367760907112,1.03054721396081,1.03144848090626
"61","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",0.99538433362551,0.961086993815742,1.29415102052837,1.19580019313857,1.06722823880549,1.05844512945573,1.30647969261762,1.01845954112753
"62","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",1.03277847080658,1.03300026251269,1.10797953151072,1.12052913609838,1.04393562658767,0.993819099501737,1.13081084214767,0.944752438901375
"63","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",1.2889939059418,1.08766209027069,1.30838198088428,1.10582769145808,1.13578318415283,0.880633766822296,1.30609856006626,0.914402710005079
"64","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",0.98610791058775,0.872569811847178,1.2785465562342,1.19073136754571,1.14543464862885,1.05545322954031,1.28250269624036,1.15874415464007
"65","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",0.802078062950724,0.755981550925705,1.07726542923728,1.03961817273199,0.981994801516641,0.838418444816126,1.08603475839855,0.999806381745896
"66","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",1.21790084732281,1.07842974322021,1.22149921878172,1.06741318030787,1.13053523127045,1.05311162753291,1.22718863872166,0.957137023475792
"67","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",1.05363672971667,0.951965968667029,1.16359212455816,1.03956576896376,1.01497682703474,0.862852502418603,1.16423958158057,1.01967716197934
"68","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",1.00473509732754,1.05531047838306,1.0915695030945,1.15110644904012,1.0596681167833,0.963899449880734,1.08806790807306,1.08814692619651
"69","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",1.18010757808994,1.03632861794483,1.40276628990206,1.13057820820733,1.11654498870164,0.968366233384861,1.40996899985557,0.994553887366461
"70","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",1.04206891924387,0.989147174020725,1.18987745158766,1.07897452103881,1.04348580877015,0.918856457357072,1.19259559360679,0.903508019743174
"71","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",0.657876861759151,0.986284875155752,0.704472048683657,1.09695057836168,0.926362188986685,1.03776151365245,0.67549521675595,1.08495501360817
"72","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",0.92728429776606,0.863584913176841,1.17092121520338,1.07854450620624,1.00510644601247,0.922416817772144,1.16679170566589,0.99631556918843
"73","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",1.11764110667333,0.958928507299431,1.25673589838816,1.04359891738686,0.979035180440005,0.861467657073629,1.23485170681458,0.920614181294525
"74","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",0.985138474174503,1.17638372447663,0.955012236782046,1.20795779896434,1.25410050680313,1.07945028131877,0.864173182596335,1.11327952287471
"75","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",0.770541138099061,0.913862966623586,0.842974941759469,1.01395503966833,1.03004640665699,0.824174711946175,0.84082264159656,0.82755168176167
"76","150","1500","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","normal",1.10735995583978,1.06195768601355,1.21440075807886,1.05281523513698,1.05190988232426,0.874013220703074,1.16364652938313,0.938012053842735
