"","n11","n22","sig13","sig23","sig_y3","basemu3","shift3","alphas3","betas3","tau3","gammas3","sig_u4","outcome_model4","n14","n24","sig14","sig24","sig_y4","basemu4","shift4","alphas5","betas5","tau6","gammas6","sig_u6","outcome_model7","n18","n28","sig18","sig28","sig_y9","basemu9","shift9","alphas9","betas10","tau10","gammas11","sig_u11","outcome_model11","n112","n213","tau1hat","tau1tilde","psi1","psi2","tau1mime","tau1rcal","tau1naive","tau1oracle"
"72","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.176721822273884,0.0962594784676256,0.174719061396682,0.0970758935579943,0.1017952424814,0.0951277363844857,0.178103165194893,0.0940195430651642
"73","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.165425736381252,0.121378468385272,0.16041718046058,0.11055231770705,0.118058696162072,0.109657687182902,0.160207400935842,0.108880301212482
"74","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.0462738876957759,0.0838303994589537,0.0486172660767592,0.0929984108899578,0.0907281445037551,0.0918725402273012,0.0486558552453165,0.0917015414520155
"75","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.0396993319265174,0.077581635433354,0.0465688584883448,0.0852016057855691,0.0791922953837097,0.0811342621747441,0.0471781857655028,0.0838733477518691
"76","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.138850933059411,0.101598788692238,0.139845257716114,0.101366247418274,0.100886043725928,0.100316678441163,0.140158992775603,0.102700515640328
"77","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.123007311484432,0.125235640870926,0.112714688513609,0.11716688821498,0.12178337295433,0.115788551633561,0.111411723500703,0.115813133151718
"78","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.151520211490993,0.101980144738918,0.159141711190208,0.100561171839975,0.104298788827005,0.0990475388733035,0.157471379441019,0.0946543934958695
"79","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.11084729575563,0.0993431921026494,0.119281529367391,0.105355596165854,0.107599003731487,0.103983266059349,0.11477518991987,0.105669565427382
"80","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.112331071488938,0.133715171006139,0.113421226492979,0.137200381814652,0.137985361762024,0.136536253210635,0.113622989649935,0.136755973470249
"81","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.0699339811417773,0.112618695429562,0.0609347327131825,0.113810158184463,0.109985499540664,0.113111534991768,0.0619243579233373,0.115301250915883
"82","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.208212858322304,0.142472048246251,0.209341019044112,0.13438463601034,0.140655849824727,0.132262857222471,0.209712741989536,0.134098433330876
"83","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.126941949961957,0.0875709123884212,0.135984463895774,0.0962948400023212,0.0928094782153268,0.0928418847480702,0.134775869020215,0.0926211889388915
"84","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.194316174755481,0.12403826351874,0.190592411228926,0.108631386011559,0.116211098004732,0.10814994609507,0.18846061195678,0.107451584305991
"85","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.182700142637132,0.13343495601086,0.180150554406822,0.123587066463383,0.132045440003958,0.119979151689093,0.181579175148138,0.121757541324506
"86","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.0698171171910428,0.101186086533967,0.0595691503936698,0.0916353320740184,0.0895197875390134,0.0919808691517197,0.0605172926016965,0.0887845774243903
"87","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.144266320685818,0.106154376357432,0.147375080469071,0.100084727050699,0.106965771108221,0.100391126055837,0.147779979401254,0.0955329771398851
"88","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.141895526960366,0.124306443960342,0.141466062105123,0.118063409851154,0.116492477856454,0.11533595124564,0.143109866404287,0.116080368410454
"89","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.0831130475468876,0.107308057421755,0.0780025090098957,0.102719594949383,0.103754875351691,0.102601186531481,0.0763790671378492,0.0998470153923382
"90","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.110882946800947,0.10615467568867,0.119258387817756,0.114022773754812,0.112078929831736,0.1119644696745,0.117275143913362,0.115294982655937
"91","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.142318565865092,0.106217648003746,0.144341092957037,0.10700540288672,0.103903195178253,0.10635975760188,0.144614991975462,0.107399828739762
"92","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.0725735679984384,0.0956640825449449,0.06923430613039,0.0927218532944838,0.0958616475046668,0.0912899017397416,0.0693526877962472,0.0916338309313049
"93","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.105369883140597,0.0835265330952054,0.117961707994679,0.0955936961908482,0.0891588280475416,0.0949366920580946,0.120254677743227,0.0984140271322093
"94","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.125687354143892,0.10071875143873,0.128837035767758,0.105498790450167,0.10938734586799,0.103175427356434,0.127262890772793,0.10563435031458
"95","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.117881083298271,0.0891418085993452,0.129084627664045,0.0956421474615973,0.0948355677287424,0.0946940394002316,0.129181557654629,0.093893342226341
"96","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.131227270431275,0.0778163006605277,0.13356417874133,0.0822578922251381,0.0846549541475801,0.0800765945473721,0.13428130949791,0.0842283564938108
"97","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.184609964688803,0.123659990451272,0.182174871279295,0.111239560437511,0.119611981542025,0.111570994443635,0.183158792790377,0.109761084106902
"98","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.112348941236017,0.095619445700817,0.115444491822837,0.0994102321911145,0.100525669899816,0.0964840234526748,0.114440093492415,0.101289904207199
"99","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.125333216348544,0.107752278051276,0.131310907802505,0.108030948244395,0.1052683700346,0.105951481936885,0.129392771922104,0.0985746916361439
"100","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.112820076021005,0.0863827410402478,0.122767409244353,0.0804453996707829,0.0801159888335271,0.0777429112865764,0.121288413724627,0.0802307719807634
"101","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.5","binary",0.140204610545622,0.118703188409929,0.131810971741074,0.10707283775486,0.112924717954936,0.102849831686403,0.130810260363383,0.097426466610892
"102","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.5","binary",0.169094325100496,0.092362617046717,0.197126367159902,0.112801251917793,0.105002823684056,0.110083313832758,0.1970278847406,0.109579509870593
"103","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.5","binary",0.114457384820666,0.113649597527887,0.114863495445359,0.114699434541522,0.124206030927998,0.11122872608648,0.116255442244835,0.109817245769604
"104","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.5","binary",0.137548486646216,0.102694490051138,0.142258585700769,0.0993212885869218,0.103049817753238,0.096394839310996,0.142151968711268,0.0940292199029827
"105","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.5","binary",0.0680589701805844,0.11168126166031,0.0752408274203529,0.121832550368708,0.116105963015143,0.116917433348523,0.0770696759164408,0.107124488208874
"106","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.5","binary",0.149216559118082,0.107530414090297,0.150268482916595,0.098480739342295,0.0946775419704546,0.0920003117753975,0.150026115078546,0.0923819858466809
"107","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.5","binary",0.134837001383757,0.0999030274590618,0.143764485749833,0.0967637022438087,0.0939708008977789,0.0961057081134573,0.143637701784327,0.0916134133572108
"108","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.5","binary",0.108817324955231,0.139333287352597,0.10658138474656,0.142202796760858,0.126837744213727,0.136828078020591,0.107344825710479,0.132237509232708
"109","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.5","binary",0.121036163147328,0.133865491740894,0.104861733769364,0.119077743068291,0.122992165284439,0.117990438080926,0.104637557783816,0.113317351957983
"110","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.5","binary",0.0653124091316781,0.111119120822947,0.0666112211685018,0.122198649865151,0.115186028491449,0.120317526610251,0.0666006969989491,0.116804563882546
"111","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.5","binary",0.168655134694797,0.120658314813481,0.168430008816242,0.122219066960549,0.131601664466992,0.119541352283416,0.167692037538025,0.120857857555899
"112","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.5","binary",0.100502255668944,0.0868333910707762,0.102595306584423,0.0895169714133485,0.0934738661695405,0.0841695929212982,0.104351881267237,0.0883838053129622
"113","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.5","binary",0.0496060462717398,0.106711649017742,0.0721156443727119,0.154837351860323,0.138289859968187,0.153709476967287,0.0737237010045704,0.15219623483616
"114","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.5","binary",0.165437642122614,0.112885623498444,0.169592060664982,0.107925541248444,0.119208113958645,0.0982400370790846,0.170202496439432,0.108014734723539
"115","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.5","binary",0.106317738560408,0.107955748775447,0.104743008328611,0.107931370034347,0.110197270800692,0.105177020767718,0.104488540186788,0.10504815817612
"116","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.5","binary",0.121028240676358,0.108099735280855,0.113632588815769,0.0995834183997242,0.101567881002881,0.091263438921392,0.113564227556121,0.0957143637294923
"117","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.5","binary",0.0842488472385221,0.124671889787546,0.0931120706406703,0.132608758812523,0.130150642128957,0.132008208836953,0.084147712347703,0.128137658204617
"118","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.5","binary",0.0285961329304484,0.112290925940708,0.0343630026296537,0.132268286836956,0.117888500548348,0.123088282869461,0.0349740844444677,0.134770771236909
"119","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.5","binary",0.15971904139963,0.105851520271012,0.172185213233608,0.104677255092889,0.107215106809094,0.100823832906072,0.172116819331928,0.0998608759388285
"120","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.5","binary",0.052382723809553,0.0821244864403338,0.0459874859127764,0.0860399097490704,0.0862323206445931,0.0844632546974669,0.0510991363180269,0.0924565865660048
"121","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.5","binary",0.132131662279899,0.103340358213395,0.127707382540518,0.0947806065114397,0.107346221597316,0.0876833204093479,0.126687820720123,0.0949825624449208
"122","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.5","binary",0.135235825155976,0.128379175856216,0.146031620758559,0.138205495686722,0.13213915159308,0.134155588876955,0.146222953369457,0.13326125278187
"123","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.5","binary",0.103656714366417,0.12570593361424,0.111078246575887,0.130530373453004,0.138740641857274,0.128652118206574,0.110772529367929,0.123868811780691
"124","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.5","binary",0.0695416590296793,0.0878590433945374,0.0689293323875261,0.0900225625581937,0.0853062438355545,0.0866560236159093,0.0682492496066661,0.0878043172501193
"125","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.5","binary",-0.0454722023032383,0.107465371663452,-0.0213777916600169,0.106837528291362,0.100747263098307,0.103673974954463,-0.020051406413282,0.102001174862642
"126","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.5","binary",0.141186621163388,0.119002249122656,0.139055380745734,0.112577718390411,0.117236522590639,0.10421274992631,0.136555718978954,0.101820850764265
"127","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.5","binary",0.0450353587260374,0.105059426332621,0.0635350827050948,0.116139084215031,0.107318609031756,0.112002824503757,0.0574728128407453,0.107689316438662
"128","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.5","binary",0.110209648180091,0.109734513117728,0.10728725415171,0.111352445674535,0.111053533776823,0.105725010911488,0.108248649586628,0.0996290574832885
"129","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.5","binary",0.0993018593827342,0.0758411181075602,0.120070720458335,0.0909089940832569,0.0859929039537499,0.0832080643067607,0.119109718545961,0.0873081407974406
"130","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.5","binary",0.128110602789879,0.114026618333173,0.126933059692145,0.108735658991887,0.10977927444805,0.101846237957788,0.12672578459905,0.0997880454288622
"131","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.5","binary",0.115076063084806,0.105527758030668,0.127541058117407,0.111158335406441,0.114841140368746,0.109242815887381,0.12559816472133,0.105457397551558
"132","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.5","binary",0.174504549491889,0.118272988806076,0.198507510534003,0.141148363319397,0.141110368593545,0.141006156123318,0.200050072149635,0.13726026004426
"133","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.5","binary",0.106373286930496,0.117903286082075,0.0983809138252119,0.10956500664677,0.115689290404737,0.106316646769257,0.0984521272881214,0.103667624780648
"134","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.5","binary",0.0431202944454337,0.103686390134767,0.0468818924631555,0.115914351141563,0.1057750796758,0.110910818907227,0.0449731312491278,0.109006531882218
"135","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.5","binary",0.102502728119572,0.136189417429557,0.0986595971662327,0.142178521461422,0.136596127797486,0.141438770978335,0.098149222486791,0.134595062274786
"136","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.5","binary",0.0771069973018364,0.0464100960408342,0.103033086450669,0.066142185265225,0.0582210976196752,0.0580603686218746,0.103583773778295,0.0570603068482369
"137","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.5","binary",0.109526013943513,0.123856400256013,0.0913231199573498,0.103804495895965,0.110010319110351,0.100030079146262,0.0908651996893845,0.0888369416088264
"138","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.5","binary",0.116568851039959,0.0844918259402979,0.125410586486987,0.0974495984739207,0.105596911347636,0.0904716615223182,0.126706908902553,0.0911788133811045
"139","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.5","binary",0.131433026841573,0.12498651196562,0.128668479085892,0.122488675993562,0.139491694591364,0.121088353871242,0.128949052543812,0.121027959856115
"140","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.5","binary",0.118311317101225,0.0918773711890142,0.118233360116772,0.089396756808949,0.096080816066563,0.0896558328674544,0.118105728345995,0.0833013408742469
"141","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.5","binary",0.186011355887113,0.112990509107866,0.182619238604785,0.0957769680956077,0.0953345997516487,0.0912648693371862,0.182543879489692,0.0869071373636632
"142","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.5","binary",0.02168385625095,0.101993458078247,0.0338618798024073,0.117039096051323,0.106989789159844,0.10398073862059,0.0349915623292713,0.112279114141212
"143","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.5","binary",0.130348498569563,0.136000793843149,0.111987282525348,0.119846723685003,0.126601165130698,0.119568640092601,0.113232887506534,0.116570207155802
"144","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.5","binary",0.0890072532462272,0.0988130857898503,0.0945506336208996,0.108600746484663,0.108137728881378,0.101941880405356,0.096936097318108,0.105593335204005
"145","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.5","binary",0.0991238650775767,0.116267675484069,0.0997117615477674,0.116913865073703,0.122860565186209,0.112950695797419,0.0989527560303321,0.110103967344384
"146","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.5","binary",0.0641492605166478,0.105620323784974,0.0564981875356827,0.101791587599547,0.100606900697047,0.0990370483517087,0.0568779285788149,0.0991886952902644
