"","n11","n22","sig13","sig23","sig_y3","basemu3","shift3","alphas3","betas3","tau3","gammas3","sig_u4","outcome_model4","n14","n24","sig14","sig24","sig_y4","basemu4","shift4","alphas5","betas5","tau6","gammas6","sig_u6","outcome_model7","n18","n28","sig18","sig28","sig_y9","basemu9","shift9","alphas9","betas10","tau10","gammas11","sig_u11","outcome_model11","n112","n213","tau1hat","tau1tilde","psi1","psi2","tau1mime","tau1rcal","tau1naive","tau1oracle"
"46","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.107485034337544,0.0989691643522496,0.115945546047713,0.10656655736534,0.0939573783530773,0.105398488610659,0.115431758578163,0.105627451627753
"47","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.219974948168709,0.0900124186945432,0.221645237010373,0.0782656458322437,0.0880283990625496,0.0730115754835029,0.220701822224711,0.0815656750323708
"48","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.0352205524796551,0.0856903181029233,0.0430932622763334,0.0933700026748385,0.082157331326636,0.0899940171403002,0.0415162087970047,0.0919814734778799
"49","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.150805696453308,0.116942065515652,0.148268836477462,0.108902383057509,0.113654458725616,0.10851187832428,0.148874928183293,0.111457465751585
"50","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.0777133035606488,0.0839789347161725,0.0794773071802232,0.0862855820015698,0.0872223799608509,0.0843967303219714,0.0782784887103976,0.0872021964303051
"51","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.0978806656202596,0.0723823039039842,0.10929508548161,0.0813200932603515,0.073109142205917,0.0777280118352862,0.110367235017798,0.0826217961525259
"52","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.0601051860870375,0.0723617554764317,0.0677463925145235,0.0805051215373652,0.0804241075331921,0.081179039590119,0.0674991456241175,0.0795789610173614
"53","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.133252860827333,0.0981619039481285,0.130588755195226,0.0917427775234149,0.100454743570764,0.0908347148658693,0.130646918417636,0.0927125677275064
"54","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.162732105127516,0.106972551073087,0.163159194726895,0.098354282048768,0.10005954282944,0.0973370419384994,0.163996720215473,0.0968388592819798
"55","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.159835520207316,0.111751407476328,0.156270575111952,0.107093649155889,0.117105085912186,0.106092041027488,0.157158209306766,0.106060807521954
"56","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.144424385097322,0.11264365305457,0.149959992251838,0.109216081803143,0.111907225010037,0.106545105868051,0.150146972883737,0.109022749642444
"57","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.153043926437195,0.101456436077974,0.155358387892875,0.0985261199417792,0.100891839700628,0.0987490312643141,0.155550800456522,0.098288352156973
"58","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.0785160003978807,0.0953549942119906,0.0746382969136851,0.0945120274680758,0.0922835091222353,0.0909686363853961,0.0743069235301957,0.0955517521054892
"59","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.135113818039318,0.118322319504031,0.138690753595362,0.117323736037655,0.123882485193719,0.116456485891294,0.137292831351551,0.114851387901972
"60","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.175997942352986,0.100285151129918,0.186393912328024,0.106990979997358,0.104196132656628,0.104956502431174,0.186345546396676,0.103185826054547
"61","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.153601200439204,0.102882582723965,0.15528089292491,0.100417293109865,0.104071939788613,0.0988836838494389,0.157191549639791,0.101053501789583
"62","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.0725494877595783,0.116840203868925,0.0743999068200888,0.125146880464354,0.12096393877975,0.124493640308316,0.0747023437103378,0.120555143667487
"63","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.0487959059572727,0.0965788161647388,0.0476323356349088,0.111953976034606,0.107257036799348,0.109708579696544,0.0456821414843442,0.113454087913152
"64","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.196078660316742,0.109690549172673,0.20167760359102,0.104146332790836,0.113795964319958,0.104294370178299,0.201390875520198,0.104982499402548
"65","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.139676848074869,0.0982930822325011,0.142120445557141,0.0972332487899231,0.104113342815968,0.0955257048741054,0.142247952925422,0.0932005615437588
"66","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.112631981869925,0.0867064401114321,0.114203902836553,0.0857535821087945,0.0906492862923785,0.0830634187936107,0.112152333353274,0.0800289535031807
"67","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.165689709978469,0.118593149596879,0.159609804881018,0.105737363862446,0.106850522573608,0.105596688290885,0.161274270083107,0.105638284250734
"68","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.0884507927921231,0.108689544157558,0.0751168808407884,0.0953100736785581,0.0972171027349447,0.091872847608685,0.0694938525553676,0.0880549935977403
"69","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.192608908042895,0.1189781523674,0.190771942186815,0.0934299405899603,0.104718394472666,0.08798329253751,0.193382407336166,0.0913722740864614
"70","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.0805626533880132,0.105089953141585,0.0846370694268706,0.109204196941175,0.107669346747238,0.107442563226569,0.0865834726773845,0.110866923707977
"71","300","3000","1","0.25","0","0.25","1","0","0","0","1","1","0.25","0","0.25","1","0","0","0","1","1","1","1","1","1","0","0.1","-0.5","0.3","0.85","0","1","-3","0.5","1","1","0.2","0.4","-0.6","0.25","binary",0.0765346289547364,0.100881307744271,0.0782970861033344,0.109531291876086,0.107039233704668,0.10956520178504,0.078922171361943,0.111473503204642
